,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
10,Emily Willis,https://www.pornhub.com/pornstar/emily-willis,13,571,906000000,https://ei.phncdn.com/(m=eQJ6GCjadOf)(mh=JJ7tXXrQX7sV3vnC)62d9b2e5-2a10-4289-aa39-39a093dce1db.jpg,True,True,"About Emily Willis

                                    Award winning butt slut . Best anal sex scene 2020. Fleshlight girl . Vixen angel . Filthy girl","['Evil Angel', 'Girlsway', 'Brazzers']","{'Twitter': 'https://www.twitter.com/emilywillisxoxo', 'Instagram': 'https://www.instagram.com/embootty'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Los Angeles, US', 'Pornstar Profile Views': '114,210,272', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Female', 'Birth Place': 'St George, Utah, United States of America', 'Star Sign': 'Cancer', 'Measurements': '32B-24-34', 'Height': '5 ft 5 in (165 cm)', 'Weight': '110 lbs (50 kg)', 'Ethnicity': 'White', 'Hair Color': 'Brunette', 'Fake Boobs': 'No', 'Interests and hobbies': 'Reading , dancer , ballerina', 'Turn Ons': 'Cock and pussy . I love having both at the same time . I especially love deepthroating and taking it in the ass', 'Profile Views': '129,121,848', 'Videos Watched': '163'}",13.0,13.0,[13],11.0,736000.0
11,Brandi Love,https://www.pornhub.com/pornstar/brandi-love,14,651,798000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=4iT1u9Zu5DjtQDnq)956f040a-2ad2-4f8b-9a5e-7dda6fc7e836.jpg,True,True,"Brandi Love started her porno career at the age of 31 and quickly became known for her XXX roles as a MILF and a hot wife. Born in 1973, an Aries, she grew up in Detroit, Michigan. With her blonde hair, brown eyes, 34DD tits and love for sex, Brandi was destined for porn greatness. She loves to ask, ""Will you dare to be deviant?"" > Love started her website in 2004, and by 2006 she had collaborated with Gail Harris to create Naked Rhino Media, a multimedia company creating niche websites. Her fandom for her hot-wife content grew, and by 2011 she started performing for XXX studios such as Brazzers, Girlfriend Films, and Hustler. She was even on Penn & Teller: Bullshit! in ""The War on Porn"". This hottie is also a smarty. Not only did she start her own company, in 2008 she wrote a book called ""Getting Wild Sex from Your Conservative Woman"". > Brandi Love is truly the embodiment of the hot wife. Brandi practices open relationships and free love in real life. Every swinger wishes she would cum to their key party! Ms. Love has been an advocate for consensual non-monogamy. In 2006 she and her husband were on the Tyra Banks show with Hugh Hefner and his three girlfriends, debating a monogamous couple about ""Is Monogamy Natural?"" Brandi has spoken at universities in Human Sexuality classes about swinging, alternative relationship styles, and arguing against traditional marriage. > And somehow, she still finds time to stuff cock in her mouth. She has been nominated for many XBIZ Awards and AVN Awards. In 2013 she won a NightMoves Award for Best Cougar/MILF Performer (Editors Choice). > Brandi Love gives back, whether volunteering to organizations, to her fans, to the cock she is deep-throating, or just by showing us her magnificent giant tits! We can see why this MILF is top of porn mountain.","['Moms Teach Sex', 'Sweetheart Video', 'Brazzers']","{'Official Site': 'https://onlybrandi.com', 'Twitter': 'https://www.twitter.com/@Brandi_Love', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/25UQGA5WT0DAB?ref_=wl_share', 'Instagram': 'https://www.instagram.com/@lovetroopers'}","{'Relationship status': 'Open', 'Interested in': 'Guys and Girls', 'City and Country': 'Raleigh, US', 'Pornstar Profile Views': '134,119,427', 'Career Status': 'Active', 'Career Start and End': '2007                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Raleigh, North Carolina, United States of America', 'Star Sign': 'Aries', 'Measurements': '36C-25-36', 'Height': '5 ft 7 in (170 cm)', 'Weight': '126 lbs (57 kg)', 'Ethnicity': 'White', 'Hair Color': 'Blonde', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Interests and hobbies': ""I am an adrenaline  and love sports. From water skiing to mountain biking to weight training. Don't get me wrong, I also love a great meal out with fine wine. Travel is also a favorite!"", 'Turn Ons': 'People who exude sexual confidence. I like people who are happy and intelligent and want the best for themselves and their friends xoxo', 'Turn Offs': 'hateful and judgmental people. I do not like people who are insecure and allow those insecurities to lead them to doing rude and down right bad things to others.', 'Profile Views': '110,518,733', 'Videos Watched': '1,461'}",15.0,14.0,[14],16.0,918000.0
12,Lena Paul,https://www.pornhub.com/pornstar/lena-paul,15,777,794000000,https://ei.phncdn.com/pics/users/212/897/721/avatar1487115405/(m=eQJ6GCjadOf)(mh=8BC31wFkyKUfWkvK)200x200.jpg,True,False,"Lena Paul is an amazing girl with an even more amazing figure. She is perfect for porn because of her amazing tits that are naturally size 32DDD. That's right, three Ds. That, paired with a 25 inch waist, a 36 inch ass and a strong desire to please any guy who comes her way makes for a really good time. Before joining the porn industry, busty Lena was a smart and sexy businesswoman who worked in Latin-American relations. Through her own startup, she secured deals between South and Central American governments and US investors. That's where she realized that being a cute and perky girl could help her get what she wanted, no matter what she does in life. Lena sometimes didnt have enough money to run her small business so she started camming as a way to fund it. Her company wasnt doing well so she left it behind for a career in porn. She thought it could both help her achieve her future goals of going to graduate school and her current goals of making money and having fun. > Lena is an independent thinker. She always said that she would never change herself for porn. This is why you can usually see her with a full bush and perhaps a bit more of a belly than other pornstars. She wants to prove that you can be yourself and still have fun in the porn biz. Lena is a kinky girl, too. Before porn she tried many different sexual things, like visiting dungeons, trying on the hat of both a dom and a sub, and having hot group sex sessions. As you can see, she found herself in the right industry and she is having a blast!","['Lena Paul X', 'Girlsway', 'Bang Bros Network']","{'Twitter': 'https://www.twitter.com/Lenaisapeach', 'Instagram': 'https://www.instagram.com/Lenapaulxo'}","{'Relationship status': 'Open', 'Interested in': 'Guys and Girls', 'City and Country': 'SoCal, US', 'Pornstar Profile Views': '104,255,548', 'Career Status': 'Active', 'Career Start and End': '2016                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Florida, United States of America', 'Star Sign': 'Libra', 'Measurements': '32DDD-25-38', 'Height': '5 ft 4 in (163 cm)', 'Weight': '128 lbs (58 kg)', 'Ethnicity': 'White', 'Background': 'Irish', 'Hair Color': 'Blonde', 'Eye Color': 'Grey', 'Fake Boobs': 'No', 'Tattoos': 'No', 'Piercings': 'Yes', 'Profile Views': '111,096,345', 'Videos Watched': '705'}",14.0,15.0,[16],13.0,1000000.0
13,Autumn Falls,https://www.pornhub.com/pornstar/autumn-falls,16,230,702000000,https://ei.phncdn.com/(m=eQJ6GCjadOf)(mh=D4ihwcjc44EM-B3D)2874bd0f-ebd8-443f-8ff9-a7a3c2ce3f89.jpg,True,True,"About Autumn Falls

                                    Hi babe! Join my official site today and get a FREE sextape! Just click the link on the right and DM me #AUTUMNISHERE     =>> 

2020 PH Top Big Tit Performer 2019 PH Favorite Newcomer 
2020 Xbiz Best New Starlet  • Fleshlight Girl","['MOFOS', 'New Sensations', 'Jules Jordan']","{'Official Site': 'https://onlyfans.com/autumnfalls/c67', 'Twitter': 'https://www.twitter.com/autumnxfallsx', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/AHNKFW1P89NY?ref_=wl_share', 'Instagram': 'https://www.instagram.com/autumnfalls'}","{'Relationship status': 'Taken', 'Pornstar Profile Views': '121,352,971', 'Career Status': 'Active', 'Career Start and End': '2018                        to                        Present', 'Gender': 'Female', 'Birth Place': 'New York City, New York, United States of America', 'Star Sign': 'Leo', 'Measurements': '32DD-24-35', 'Height': '5 ft 3 in (160 cm)', 'Weight': '115 lbs (52 kg)', 'Ethnicity': 'Latin', 'Background': 'Puerto Rican', 'Hair Color': 'Brunette', 'Eye Color': 'Brown', 'Fake Boobs': 'No', 'Tattoos': 'No', 'Piercings': 'Yes', 'Profile Views': '117,543,224', 'Videos Watched': '91'}",27.0,16.0,[15],18.0,566000.0
14,Natasha Nice,https://www.pornhub.com/pornstar/natasha-nice,17,1005,475000000,https://ei.phncdn.com/(m=eQJ6GCjadOf)(mh=chhlO-JFZTm1fVR3)7e9180ea-fe01-4ae8-96e7-8dfa2a7756c1.jpg,True,False,"There’s a lot that’s nice about the deliciously slutty Natasha Nice. She’s got a sweet, welcoming face with a permanent smile on her lips, especially when there’s a dewy pussy or musky boner approaching. The thing about Natasha Nice that makes her one of the biggest sweethearts in the industry is her all natural qualities: natural curiosity, natural horniness, and, most important of all, big natural tits. Natasha’s got those full, lovely jugs that bounce and swing in perfect jubilance when she rides a dick or gets pummeled from behind. Those tits fill out her outfits so nicely, this girl can make erection waves wearing anything from knitted sweaters to string bikinis. When she lifts up her shirt, her under-boob cleavage alone is enough to make you want to experiment with new cock maneuvers so that you can get as close to her tits as possible. Natasha is a winning performer beyond those physical assets. She’s slurped up gallons of pussy juice and felt legions of cock brains poke around her larynx in her years as a super slut star. She’s a natural actress who could play the sensual giver of intimacy and comfort, as well as the depraved taker of nasty and filthy drillings. Natasha has also been flexing her other talents as a producer of content and writer of blog articles. Subscribe to her on Pornhub for all her raw content!","['PUBA', 'Adult Time', 'Smut Puppet']","{'Official Site': 'https://onlyfans.com/benicenatasha', 'Twitter': 'https://www.twitter.com/twitter.com/benicenatasha', 'Amazon Wishlist': 'https://www.amazon.com/registry/wishlist/2BRQ5JG3DGUPC/ref=cm_sw_r__ep_ws_GDT1zb70JVJYF'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'San Francisco, US', 'Pornstar Profile Views': '68,108,523', 'Career Status': 'Active', 'Career Start and End': '2006                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Fontenay Sous-Bois, France', 'Star Sign': 'Leo', 'Measurements': '36D-27-37', 'Height': '5 ft 2 in (157 cm)', 'Weight': '115 lbs (52 kg)', 'Ethnicity': 'White', 'Hair Color': 'Brunette', 'Fake Boobs': 'No', 'Piercings': 'Yes', 'Profile Views': '71,711,460', 'Videos Watched': '55'}",18.0,17.0,[17],17.0,419000.0
15,Cory Chase,https://www.pornhub.com/pornstar/cory-chase,18,785,951000000,https://ei.phncdn.com/pics/users/243/129/202/avatar1597518351/(m=eQJ6GCjadOf)(mh=MXas93HJmb1uaFIp)200x200.jpg,True,True,"You can’t always judge a book by its cover, and you can’t always judge a lady by her outward demeanor. Take Cory Chase. She might appear to be just another classy MILF, who could slip into an evening dress and sit across from you while sipping Cabernet Sauvignon and playing footsies with your boner under the table, but get this girl home for dessert and you’ll unleash a super beast of kinky fetish delights. Cory Chase is a pure Femdom goddess, a queen bee of an entire swarm of chicks who will do your bidding by making you do theirs. She’ll whip you into shape in no time, turning even the toughest bosses into quivering sissy boys just begging for more discipline. You’ll be worshiping every part of her body and thanking her for every lick and sniff she gives you, whether it’s her awesome feet or her amazing ass and tight butthole. She’ll sit on your face and smother you until you blow a load without her even touching your wang. Cory rocks a super hot pair of perfectly designed C cup tits that compliment her rock-hard figure to a T. When she’s not acting as the mistress, she can be the caring MILF and hold you between those tits, which is more healing than any therapy. Afterwards, she can take an ass pounding from the best of them, or strap one on and give it right back.","['Taboo Heat', 'Reality Kings', 'Mommys Girl']","{'Official Site': 'https://www.tabooheat.com', 'Twitter': 'https://www.twitter.com/corychasexxx', 'Amazon Wishlist': 'https://www.amazon.com/registry/wishlist/323G7CWL9JHH/ref=cm_sw_r__ep_ws_8AzIBbW8G5TFA', 'Instagram': 'https://www.instagram.com/mrs.c.chase'}","{'Relationship status': 'Open', 'Interested in': 'Guys and Girls', 'City and Country': 'Fort Lauderdale, US', 'Pornstar Profile Views': '133,472,668', 'Career Status': 'Active', 'Career Start and End': '2001                        to                        Present', 'Gender': 'Female', 'Birth Place': 'New Jersey, United States of America', 'Star Sign': 'Pisces', 'Measurements': '34DD-25-35', 'Height': '5 ft 5 in (165 cm)', 'Weight': '132 lbs (60 kg)', 'Ethnicity': 'White', 'Background': 'American', 'Hair Color': 'Blonde', 'Eye Color': 'Brown', 'Fake Boobs': 'Yes', 'Tattoos': 'No', 'Piercings': 'Yes', 'Interests and hobbies': ""I Love being on the water or near the water. I love living in Florida where it is everywhere. I also like Horseback riding, working out and hanging out with friends. The Theme Parks in Orlando are a fun place to go to...If you see me, don't be afraid to ask for a selfie."", 'Turn Ons': 'Self Confidence, Muscles and just the drive that someone has to be able to take care of business.', 'Turn Offs': ""Attention whores, nagging, self doubt. Posting Dick Pics on my feed...Don't worry, I will not approve them and they will not show up. Update, asking to do a fan fuck with me or asking to get you into the business. Don't do that, it's a huge turn off. DON'T ASK TO DO A COLLAB...I DO NOT DO THEM!!!"", 'Profile Views': '134,733,918', 'Videos Watched': '929'}",17.0,18.0,[18],14.0,932000.0
16,Jordi El Nino Polla,https://www.pornhub.com/pornstar/jordi-el-nino-polla,19,571,1100000000,https://ei.phncdn.com/pics/users/083/307/982/avatar1480740431/(m=eQJ6GCjadOf)(mh=rEAc2wpkzHnr--k3)200x200.jpg,True,True,"Jordi El Nino Polla is a guy who has the luck of the draw. He always finds himself in the hottest scenarios with pornstars who love to pleasure him. Jordis kind of a skinny guy who has that college look about him. He is only 5'8"" tall and weighs 165 pounds, which is quite small for a guy. He's from Spain so he's in a lot of Spanish language porn movies, but he also stars in a lot of flicks by Brazzers or other companies who love to cast European talent. Jordi is allegedly being mentored by mega pornstar Nacho Vidal. He has boundless energy that he uses to tease and tantalize the MILFs who love to dote on him in both conventional and unconventional ways. In 2017 he was nominated for Best Male Newcomer at the AVN Awards and New Stud of the Year at the XRCO Awards. > How did a guy like this get his start? Well, like many men, he was bored and in college, he dreamed of becoming a pornstar. But for him, it was possible because even though he's a skinny dude, he has a fat dick that does everything a pornstar needs it to do. Its rumored that he currently has an exclusive contract with Brazzers. That's pretty rare for a male pornstar, but when you see him in action you will understand why this guy is so desired. All of his fans hope he will make the move to the U.S. soon to work with more mainstream American companies so that everyone can see his prowess with the ladies. > As for now, he is still in Europe and everyone loves his accent and his mediocre English. It's endearing and quirky qualities like that which can make a regular guy with a big cock into a pornstar!","['MOFOS', 'Brazzers', 'Reality Kings']","{'Official Site': 'https://www.instagram.com/jordienpo/', 'Twitter': 'https://www.twitter.com/jordiporn', 'Instagram': 'https://www.instagram.com/jordienpo'}","{'Relationship status': 'Single', 'Interested in': 'Girls', 'City and Country': 'Ciudad Real, ES', 'Pornstar Profile Views': '149,813,628', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Male', 'Birth Place': 'Spain', 'Star Sign': 'Virgo', 'Measurements': '--', 'Height': '5 ft 8 in (173 cm)', 'Weight': '165 lbs (75 kg)', 'Ethnicity': 'White', 'Hair Color': 'Brunette', 'Interests and hobbies': 'Big titties', 'Turn Ons': 'Big titties', 'Profile Views': '177,120,804', 'Videos Watched': '392'}",19.0,19.0,[19],23.0,400000.0
17,Lexi Lore,https://www.pornhub.com/pornstar/lexi-lore,20,382,474000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=UNCa7WL69N1qJ4gT)489f9661-bea1-4225-b316-aa0e3e20741e.jpg,True,False,"About Lexi Lore

                                    Pornstar and YouTuber. Twitter @LexiLore, Instagram @LexiLoreOnYoutube, ONLYFANS.COM/LEXILORE - LexiLore.manyvids.com","['Love Lexi Lore', 'Step Siblings Caught', 'Azure Sky Films']","{'Twitter': 'https://www.twitter.com/LexiLore', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/HWNGZGX4121L?ref_=wl_share', 'Snapchat': 'https://www.snapchat.com/add/fancentro.com/LexiLore', 'Instagram': 'https://www.instagram.com/LexiLoreOnYoutube'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Los Angeles, US', 'Pornstar Profile Views': '69,564,298', 'Career Status': 'Active', 'Career Start and End': '2017                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Richmond, Virginia, United States of America', 'Star Sign': 'Scorpio', 'Measurements': '34C-25-36', 'Height': '5 ft 5 in (165 cm)', 'Weight': '103 lbs (47 kg)', 'Ethnicity': 'White', 'Hair Color': 'Blonde', 'Eye Color': 'Brown', 'Fake Boobs': 'No', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Interests and hobbies': 'YouTube, video editing, pilates, hiking, web development, graphic design, vegan cooking, travel, meditation, makeup, charity', 'Turn Ons': 'Kissing, choking, slapping, pissing, vibrators, group sex, mirrors, electroplay, and being cucked', 'Turn Offs': 'Hair pulling, age play, race play', 'Profile Views': '82,834,100', 'Videos Watched': '119'}",21.0,20.0,[20],27.0,675000.0
18,Adriana Chechik,https://www.pornhub.com/pornstar/adriana-chechik,21,1038,1300000000,https://ei.phncdn.com/pics/users/427/889/762/avatar1515599794/(m=eQJ6GCjadOf)(mh=tVTgR0pC1pT3Vq-b)200x200.jpg,True,True,"Theres nothing wrong with wanting a little attention, especially if youre a hot chick who wants to be appreciated for your qualities. Adriana Chechik, however, wants tons of attention, and shes ready to spread all of her best assets wide open for some hardcore appreciating. This girl may have started in the business slowly with some nice sweet lesbian scenes, but today, she absolutely commands many multiple dick pokings, sometimes even simultaneously. Adriana is a tried, tested and true gangbang slut . She can twist her tight body in so many different positions to accommodate cock entry from angles you didnt even know existed. Adrianas got such a taste-bud craving for salty jizz that she has perfected her suck skills to the point where she can get a pint of baby batter in her mouth in a matter of seconds… but dont worry because she also knows how to take her time and make squirm with patience during her cock worship routine. This girl works every inch of shaft, gives that ball sack a heavy hum job, and tongue twirls the dick tip like her mouth was a swirly machine. When it comes to the taste of dick, theres nothing she likes better than when its sauced with her own ass juice for some of the best A2M action. Adriana could easily be a high-fashion runway model if she chose, but this hottie prefers dicks running way up into her body, instead, and we salute her for that.","['Girlsway', 'Evil Angel', 'Digital Playground']","{'Twitter': 'https://twitter.com/adrianachechik', 'Amazon Wishlist': 'https://www.amazon.com/gp/registry/wishlist/38NJVC', 'Instagram': 'https://www.instagram.com/instagram.com/bratnasty69'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Sherman Oaks, US', 'Pornstar Profile Views': '121,401,795', 'Career Status': 'Active', 'Career Start and End': '2013                        to                        Present', 'Gender': 'Female', 'Birth Place': 'California, United States of America', 'Star Sign': 'Sagittarius', 'Measurements': '32B-25-31', 'Height': '5 ft 2 in (157 cm)', 'Weight': '110 lbs (50 kg)', 'Ethnicity': 'White', 'Hair Color': 'Brunette', 'Fake Boobs': 'No', 'Interests and hobbies': 'Animals, Dermatology, open minds, sexuality, and spinning on a ball floating in dark matter.', 'Turn Ons': 'Standard Nerds!', 'Turn Offs': 'Frat Bros, Meat Heads, and angry people.', 'Profile Views': '130,325,045', 'Videos Watched': '171'}",16.0,21.0,[22],21.0,897000.0
19,Rae Lil Black,https://www.pornhub.com/pornstar/rae-lil-black,22,213,587000000,https://ei.phncdn.com/pics/users/379/785/601/avatar1616763296/(m=eQJ6GCjadOf)(mh=AUgLuwDZfLoyuxkX)200x200.jpg,True,False,,"['Hentaied', 'Futanari', 'Parasited']","{'Twitter': 'https://www.twitter.com/Raelilblack', 'Instagram': 'https://www.instagram.com/raelilblack'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Europe, JP', 'Pornstar Profile Views': '112,046,672', 'Career Status': 'Active', 'Career Start and End': '2017                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Osaka, Japan', 'Star Sign': 'Leo', 'Measurements': '28C-26-38', 'Height': '5 ft 0 in (152 cm)', 'Weight': '98 lbs (44 kg)', 'Ethnicity': 'Asian', 'Background': 'Japanese', 'Hair Color': 'Black', 'Eye Color': 'Black', 'Fake Boobs': 'No', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Profile Views': '127,164,637', 'Videos Watched': '210'}",24.0,22.0,[21],19.0,891000.0
20,Kendra Lust,https://www.pornhub.com/pornstar/kendra-lust,23,450,472000000,https://ei.phncdn.com/(m=eQJ6GCjadOf)(mh=fvaou_2AxK-UGPbN)60e49ea8-a1b8-4e5d-b1f2-44f35aa61f40.jpg,True,False,"Thank you for checking out my official PornHub profile! I'm Kendra Lust, and what can I say... things started late for me when I took up dancing as a side hustle. I always knew deep down I had a self-expressive, sex-driven, kinky persona dying to come out. At 34 I joined the industry, ready to be the epitome of LUST. Nowadays, you cant say the word MILF without drooling out my name! I'm at the center of all of your step-mommy, MILF next door, and friend's hot mom fantasies. A decade later and I'm still a giver; coaxing the cum right out of your balls and sharing my sweet, maternal, nurturing side in return. But don't think for a second that the ladies are free from my lustful chokehold...as I've said before, ""I just want to take a nice  & fuck the slut into her! A decade in the industry and I'm still here to bring out the natural sex drive of every man and woman I make an impression on...even you! Now, be good and go enjoy all of my sexy smut...","['Bang Bros Network', 'Arch Angel Video', 'Brazzers']","{'Official Site': 'https://kendralust.com/', 'Twitter': 'https://twitter.com/kendralust', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/2SX9SBBBG1HEO?ref_=wl_share', 'Instagram': 'https://www.instagram.com/kendralust/?hl=en'}","{'Relationship status': 'Taken', 'Interested in': 'Guys and Girls', 'Pornstar Profile Views': '98,505,873', 'Career Status': 'Active', 'Career Start and End': '2012                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Ann Arbor, Michigan, United States of America', 'Star Sign': 'Virgo', 'Measurements': '34DDD-26-35', 'Height': '5 ft 4 in (163 cm)', 'Weight': '140 lbs (64 kg)', 'Ethnicity': 'White', 'Background': 'Italian', 'Hair Color': 'Brunette', 'Eye Color': 'Brown', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Profile Views': '21,312,180', 'Videos Watched': '15'}",25.0,23.0,[23],29.0,635000.0
21,Anastasia Knight,https://www.pornhub.com/pornstar/anastasia-knight,24,137,294000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=h6nubT4BdRQuitfP)36d8a8a4-fdae-4476-b192-21b227b7aae0.jpg,True,False,"Anastasia Knight is very happy filming in many porn genres, and her tiny 32A titties and blonde hair have fast become fan favorites. Anastasia has already filmed in boy/girl, girl/girl, solo, fetish, among other genres. A slender star at 106 pounds, she does not have any tattoos. Her left nostril is pierced, which is her only body art. Anastasia entered adult film in 2017 and is still actively putting out more movies. In her short time, Miss Knight has already racked up over 30 film credits, many of them with large companies like Brazzers, The Score Group, and Tiny 4k. > Anastasia was born in Michigan and started filming hardcore movies at age 18. She wanted a Russian name, and Anastasia seemed like an excellent fit for her performer alias. One of her favorites scenes so far was for Passion HD, where she dances very sexily at the beginning. She got her start in porn by pursuing a Craigslist ad and really going for it. > In her personal life, Knight loves writing and studying; she did really well in school. The adventure and enjoyment of sex attracted her to porn, so much so that she wants to keep going at it for a long time. Anastasia Knight has braces, and with her tiny and petite body, she films a lot with older men. Her tight pussy can take big dicks, and she has some great dirty-talk scenes. > Also impressive at roleplay, Anastasias body, beauty, and personality will long keep her busy in adult entertainment. As more movies and clips come our way, well be sure to pass them along. Were definitely keeping an out for them, as should you, so check back often!","['Hussie Pass', 'MOFOS', 'Jays POV']",NA,"{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Pompano Beach, US', 'Pornstar Profile Views': '33,189,827', 'Career Status': 'Active', 'Career Start and End': 'to                        Present', 'Gender': 'Female', 'Birth Place': 'Pompano Beach, Florida, United States of America', 'Star Sign': 'Libra', 'Measurements': '32A-22-32', 'Height': '5 ft 3 in (160 cm)', 'Weight': '106 lbs (48 kg)', 'Ethnicity': 'White', 'Hair Color': 'Blonde', 'Fake Boobs': 'No', 'Profile Views': '37,270,604', 'Videos Watched': '5'}",10.0,24.0,[24],127.0,325000.0
22,Skylar Vox,https://www.pornhub.com/pornstar/skylar-vox,25,280,489000000,https://ei.phncdn.com/(m=bLqDuhKlbyaT)(mh=vuMP7Cjlm04izUOy)3e36e8b2-1def-4a66-bb2d-3d2f7147b551.jpg,True,True,"About Skylar Vox

                                    Hey, Skylar Vox here! Thanks for checking out my profile (: You can find me on OF @theskylarvox <3 Many more vids to come, stay tuned..","['Filthy Kings', 'Bang Bros Network', 'My Life In Miami']","{'Twitter': 'https://www.twitter.com/onlyskylarvox', 'Instagram': 'https://www.instagram.com/theskylarvox_'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'Miami, US', 'Pornstar Profile Views': '81,744,692', 'Career Status': 'Active', 'Career Start and End': '2019                        to                        Present', 'Gender': 'Female', 'Birth Place': 'Miami, Florida, United States of America', 'Star Sign': 'Capricorn', 'Measurements': '32JJ-30-41', 'Height': '5 ft 3 in (160 cm)', 'Weight': '145 lbs (66 kg)', 'Ethnicity': 'White', 'Background': 'Italian', 'Hair Color': 'Blonde', 'Eye Color': 'Brown', 'Fake Boobs': 'No', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Profile Views': '80,552,678', 'Videos Watched': '66'}",28.0,25.0,[26],22.0,534000.0
23,Nicole Aniston,https://www.pornhub.com/pornstar/nicole-aniston,26,750,589000000,https://ei.phncdn.com/pics/users/535/186/092/avatar1527276993/(m=eQJ6GCjadOf)(mh=pQ73XkiiFmJGObmU)200x200.jpg,True,False,"Nicole Aniston is a petite blonde California babe. At 53"" and 135lbs, this Virgo is almost tiny enough to give a blowjob without getting on her knees. OK, you might have to be 66"", but nonetheless, Nicole is a pint-sized hottie. Nicole got her breasts augmented from a C cup to a D cup, making her a full 34D. Given her height, with tits that big, she is practically falling over. Entering the industry in her early 20s, Nicole had been working as a banker and decided that if she was going to count money it should be her own. She started off with a modeling profile and quickly got requests to perform. In 2010 she was in her first XXX movie called ""Glamour Solos"" from Girlfriend Films. The movie was a series of scenes of solo girls masturbating. Miss Aniston appears in scene 11, rubbing and probing her pussy with her fingers. Thereafter, she jumped into ""Official Californication Parody"" by Diabolic Video. > Nicole Anistons first porn parody led her to many other XXX parodies, such as ""OMG… Its the Flashdance XXX"", ""Tomb Raider XXX"", and ""This Aint the Smurfs XXX"". Even if they are funny, there is a lot of hardcore fucking, titty sucking, pussy licking, cock sucking, and dildo playing. > Despite her wild fucking on film, Nicole Aniston is more subdued in her personal life. With a preference for average cocks, she looks for a real love connection. Though she is straight, she will have sex with superhot women off camera if she is super horny. > Nicole Aniston quickly made the top lists in porn because of her incredible beauty, big tits and super-sexy body.","['PUBA', 'Bang Bros Network', 'Naughty America']","{'Twitter': 'https://www.twitter.com/xnicoleanistonx', 'Amazon Wishlist': 'https://www.amazon.com/hz/wishlist/ls/B3OYB7LIANIH/ref=nav_wishlist_lists_1?_encoding=UTF8&type=wishlist', 'Instagram': 'https://www.instagram.com/realnicoleaniston'}","{'Relationship status': 'Single', 'Interested in': 'Guys and Girls', 'City and Country': 'San Diego, US', 'Pornstar Profile Views': '122,410,841', 'Career Status': 'Active', 'Career Start and End': '2010                        to                        Present', 'Gender': 'Female', 'Birth Place': 'San Diego, California, United States of America', 'Star Sign': 'Virgo', 'Measurements': '34D-22-36', 'Height': '5 ft 3 in (160 cm)', 'Weight': '135 lbs (61 kg)', 'Ethnicity': 'White', 'Hair Color': 'Blonde', 'Fake Boobs': 'Yes', 'Tattoos': 'Yes', 'Piercings': 'Yes', 'Interests and hobbies': 'Plant based food, good music, books, documentaries, microbiology, psychology, cannabis.', 'Hometown': 'Temecula', 'Profile Views': '97,010,745', 'Videos Watched': '24'}",29.0,26.0,[25],26.0,913000.0
